position,track,artist,featured_artists
43,One Of Your Girls,Troye Sivan,N/A
63,Say My Grace,Offset,Travis Scott
72,Chasing That Feeling,TOMORROW X TOGETHER,N/A
66,Baddie,IVE,N/A
115,"Kalaastar (From ""Honey 3.0 "")",Yo Yo Honey Singh,N/A
128,Worth It,Offset & Don Toliver,N/A
11,Too Much,"The Kid LAROI, Jung Kook & Central Cee",N/A
67,God Of Music,SEVENTEEN,N/A
76,Lou Lou,Gabito Ballesteros X Natanael Cano,N/A
79,Lil Boo Thang,Paul Russell,N/A
10,One Of The Girls,"The Weeknd, Jennie & Lily-Rose Depp",N/A
1,Is It Over Now? (Taylor's Version) [From The Vault],Taylor Swift,N/A
2,Now That We Don't Talk (Taylor's Version) [From The Vault],Taylor Swift,N/A
3,Slut! (Taylor's Version) [From The Vault],Taylor Swift,N/A
4,Say Don't Go (Taylor's Version) [From The Vault],Taylor Swift,N/A
5,Style (Taylor's Version),Taylor Swift,N/A
6,Bad Blood (Taylor's Version),Taylor Swift,N/A
9,Blank Space (Taylor's Version),Taylor Swift,N/A
14,Suburban Legends (Taylor's Version) [From The Vault],Taylor Swift,N/A
15,Out Of The Woods (Taylor's Version),Taylor Swift,N/A
16,Welcome To New York (Taylor's Version),Taylor Swift,N/A
20,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,N/A
21,Shake It Off (Taylor's Version),Taylor Swift,N/A
24,New Romantics (Taylor's Version),Taylor Swift,N/A
25,Clean (Taylor's Version),Taylor Swift,N/A
26,I Wish You Would (Taylor's Version),Taylor Swift,N/A
29,How You Get The Girl (Taylor's Version),Taylor Swift,N/A
30,I Know Places (Taylor's Version),Taylor Swift,N/A
32,Wonderland (Taylor's Version),Taylor Swift,N/A
38,You Are In Love (Taylor's Version),Taylor Swift,N/A
14,Harley Quinn,Fuerza Regida & Marshmello,N/A
18,Perfect Night,LE SSERAFIM,N/A
10,Now And Then,The Beatles,N/A
124,Reggaeton Champagne,Bellakath & Dani Flow,N/A
1,Standing Next To You,Jung Kook,N/A
23,Yes Or No,Jung Kook,N/A
31,Hate You,Jung Kook,N/A
46,Please Don't Change,Jung Kook & DJ Snake,N/A
51,Shot Glass Of Tears,Jung Kook,N/A
52,Closer To You,Jung Kook & Major Lazer,N/A
57,Somebody,Jung Kook,N/A
58,Too Sad To Dance,Jung Kook,N/A
43,Can't Catch Me Now,Olivia Rodrigo,N/A
82,Cobra,Megan Thee Stallion,N/A
170,La_Original.mp3,Emilia & TINI,N/A
136,Daqui Pra Sempre,Manu Bahtidao & Simone Mendes,N/A
3,Houdini,Dua Lipa,N/A
1,Lovin On Me,Jack Harlow,N/A
10,LALALALA,Stray Kids,N/A
38,Drama,aespa,N/A
55,Northern Attitude,Noah Kahan With Hozier,N/A
106,Megaverse,Stray Kids,N/A
95,Diluvio,Rauw Alejandro,N/A
21,You Broke My Heart,Drake,N/A
23,Exes,Tate McRae,N/A
50,Evil Ways,Drake,J. Cole
86,Red Button,Drake,N/A
90,The Shoe Fits,Drake,N/A
104,Sweet Venom,ENHYPEN,N/A
112,Stories About My Brother,Drake,N/A
191,Wick Man,Drake,N/A
164,La People,Peso Pluma & Tito Double P,N/A
15,You're Losing Me (From The Vault),Taylor Swift,N/A
101,Batter Up,BABYMONSTER,N/A
108,Labios Mordidos,Kali Uchis & Karol G,N/A
145,Runaway,Kanye West,Pusha T
63,My House,Beyonce,N/A
66,"Arjan Vailly (From ""Animal"")",Bhupinder Babbal,N/A
10,La Victima,Xavi,N/A
43,Feather,Sabrina Carpenter,N/A
43,Needle,Nicki Minaj,Drake
45,Everybody,Nicki Minaj,Lil Uzi Vert
31,FTCU,Nicki Minaj,N/A
76,Run For The Hills,Tate McRae,N/A
90,Are You Gone Already,Nicki Minaj,N/A
3,La Diabla,Xavi,N/A
110,Barbie Dangerous,Nicki Minaj,N/A
115,Beep Beep,Nicki Minaj,N/A
121,Let Me Calm Down,Nicki Minaj,J. Cole
12,Luna,Feid & ATL Jacob,N/A
7,Bellakeo,Peso Pluma & Anitta,N/A
136,Big Difference,Nicki Minaj,N/A
156,Fallin 4 U,Nicki Minaj,N/A
161,"Abrar’s Entry Jamal Kudu (From ""ANIMAL"")",Harshavardhan Rameshwar,N/A
181,Pink Friday Girls,Nicki Minaj,N/A
182,"Pehle Bhi Main (From ""ANIMAL"")",Vishal Mishra,N/A
150,(There's No Place Like) Home For The Holidays (1954),Perry Como With Mitchell Ayers And His Orchestra,N/A
93,DJ Play A Christmas Song,Cher,N/A
75,Ando,Jere Klein,N/A
197,Lace It,"Juice WRLD, Eminem & benny blanco",N/A
200,God Rest Ye Merry Gentlemen,Pentatonix,N/A
55,Closer Than This,Jimin,N/A
143,"Rudolph, The Red-Nosed Reindeer",Dean Martin,N/A
70,Winter Wonderland,Laufey,N/A
152,Last Christmas,Ariana Grande,N/A
100,Me Leva Pra Casa/Escrito Nas Estrelas/Saudade (Ao Vivo),Lauana Prado,N/A
182,You're Christmas To Me,Sam Ryder,N/A
200,Jingle Bells,Meghan Trainor,N/A
51,Rompe La Dompe,"Peso Pluma, Junior H & Oscar Maydon",N/A
99,Wherever U R,UMI & V,N/A
102,Deja Vu,Luan & Ana Castela,N/A
10,Murder On The Dancefloor,Sophie Ellis-Bextor,N/A
100,Poco A Poco,Xavi X Dareyes de La Sierra,N/A
22,Never Lose Me,Flo Milli,N/A
139,Stayin' Alive,Bee Gees,N/A
154,Goat,Number_i,N/A
163,Modo DND,Xavi X Tony Aguirre,N/A
170,Becane,Yame,N/A
130,Poker Face,Lady Gaga,N/A
153,Maria Mariah,"Silva MC, DJ F7, JC no Beat & MC Meno Dani",N/A
46,Una Foto,Mesita X NICKI NICOLE X Tiago PZK X Emilia,N/A
196,Flashing Lights,Kanye West,Dwele
133,Unforgettable,French Montana,Swae Lee
1,"Yes, And?",Ariana Grande,N/A
5,Redrum,21 Savage,N/A
8,Nee-nah,"21 Savage, Travis Scott & Metro Boomin",N/A
9,Igual Que Un Angel,Kali Uchis & Peso Pluma,N/A
14,"Bzrp Music Sessions, Vol. 58",Bizarrap & Young Miko,N/A
19,N.H.I.E.,21 Savage & Doja Cat,N/A
24,All Of Me,21 Savage,N/A
43,Sneaky,21 Savage,N/A
44,Pop Ur Sht,"21 Savage, Young Thug & Metro Boomin",N/A
50,Dangerous,"21 Savage, Lil Durk & Metro Boomin",N/A
65,Prove It,21 Savage & Summer Walker,N/A
66,Should've Wore A Bonnet,21 Savage & Brent Faiyaz,N/A
8,Bling-Bang-Bang-Born,Creepy Nuts,N/A
90,Red Sky,"21 Savage, Tommy Newport & Mikky Ekko",N/A
91,J Christ,Lil Nas X,N/A
93,Letter To My Brudda,21 Savage,N/A
94,Just Like Me,"21 Savage, Burna Boy & Metro Boomin",N/A
105,See The Real,21 Savage,N/A
20,Unwritten,Natasha Bedingfield,N/A
138,Dark Days,21 Savage & Mariah The Scientist,N/A
50,First Love,Oscar Ortiz X Edgardo Nunez,N/A
157,American Dream,Heather Carmillia Joseph,N/A
123,Alucin,Eugenio Esquivel X Grupo Marca Registrada X Sebastian Esquivel,N/A
164,Angel Numbers / Ten Toes,Chris Brown,N/A
1,Beautiful Things,Benson Boone,N/A
76,Skin And Bones,David Kushner,N/A
73,Whatever,Kygo With Ava Max,N/A
25,Love Wins All,IU,N/A
54,La Falda,Myke Towers,N/A
153,Bansanka (Dinner Song),tuki.,N/A
167,No Te Quieren Conmigo,"Gaby Music, Lunay & Luar La L",N/A
172,Hola Perdida,Luck Ra X KHEA,N/A
15,Act II: Date @ 8,4batz,Drake
1,Hiss,Megan Thee Stallion,N/A
30,Facts,Tom MacDonald X Ben Shapiro,N/A
33,Selfish,Justin Timberlake,N/A
36,Big Foot,Nicki Minaj,N/A
67,Spin You Around (1/24),Morgan Wallen,N/A
78,Think U The Shit (Fart),Ice Spice,N/A
11,Praise Jah In The Moonlight,YG Marley,N/A
92,Wife,(G)I-DLE,N/A
96,La Intencion,Christian Nodal & Peso Pluma,N/A
45,Made For Me,Muni Long,N/A
35,Scared To Start,Michael Marcagi,N/A
38,I Got You,TWICE,N/A
44,Fast Car,Tracy Chapman,N/A
61,Bandit,Don Toliver,N/A
84,One Call,Rich Amiri,N/A
114,Super Lady,(G)I-DLE,N/A
89,Home,Good Neighbours,N/A
145,"Father Stretch My Hands, Pt. 1",Kanye West,N/A
193,Should've Been A Cowboy,Toby Keith,N/A
2,Carnival,¥$: Ye & Ty Dolla $ign,Rich The Kid & Playboi Carti
1,Texas Hold 'Em,Beyonce,N/A
13,Fuk Sumn,¥$: Ye & Ty Dolla $ign,N/A
16,Back To Me,¥$: Ye & Ty Dolla $ign,N/A
18,Talking,¥$: Ye & Ty Dolla $ign,North West
21,Burn,¥$: Ye & Ty Dolla $ign,N/A
26,Stars,¥$: Ye & Ty Dolla $ign,N/A
27,Vultures,¥$: Ye & Ty Dolla $ign,Lil Durk & Bump J
32,Yeah!,Usher,Lil Jon & Ludacris
42,Paid,¥$: Ye & Ty Dolla $ign,N/A
47,Do It,¥$: Ye & Ty Dolla $ign,N/A
48,Keys To My Life,¥$: Ye & Ty Dolla $ign,N/A
52,Tuta Gold,Mahmood,N/A
53,Forever,Noah Kahan,N/A
40,16 Carriages,Beyonce,N/A
57,Paperwork,¥$: Ye & Ty Dolla $ign,N/A
72,Beg Forgiveness,¥$: Ye & Ty Dolla $ign,N/A
81,Hoodrat,¥$: Ye & Ty Dolla $ign,N/A
91,"I P’ Me, Tu P’ Te",Geolier,N/A
95,Sinceramente,Annalisa,N/A
97,Problematic,¥$: Ye & Ty Dolla $ign,N/A
110,La Noia,Angelina Mango,N/A
117,Macetando,Ivete Sangalo & LUDMILLA,N/A
123,My Boo,Usher And Alicia Keys,N/A
142,Good (Don't Die),¥$: Ye & Ty Dolla $ign,N/A
4,Gata Only,FloyyMenor X Cris Mj,N/A
154,King,¥$: Ye & Ty Dolla $ign,N/A
159,Perna Bamba,Parangole & Leo Santana,N/A
185,DJ Got Us Fallin' In Love,Usher,Pitbull
6,Training Season,Dua Lipa,N/A
24,Contigo,Karol G & Tiesto,N/A
3,End Of Beginning,Djo,N/A
13,Easy,LE SSERAFIM,N/A
29,Whatever She Wants,Bryson Tiller,N/A
82,Breathe,Yeat,N/A
79,Bam Yang Gang,BIBI,N/A
128,A Tu Manera,Junior H & Peso Pluma,N/A
123,Plot Twist,TWS: 24/7:WITH:US,N/A
172,Could You Be Loved,Bob Marley & The Wailers,N/A
124,Regalo de Dios,Julion Alvarez,N/A
108,Where The Wild Things Are,Luke Combs,N/A
5,Saturn,SZA,N/A
67,Love On,Selena Gomez,N/A
39,Smart,LE SSERAFIM,N/A
93,One Spark,TWICE,N/A
84,Evergreen,Richy Mitch And The Coal Miners,N/A
60,Doctor (Work It Out),Pharrell & Miley Cyrus,N/A
70,Overcompensate,Twenty One Pilots,N/A
91,Like What (Freestyle),Cardi B,N/A
64,Tu Name,Fuerza Regida,N/A
1,We Can't Be Friends (Wait For Your Love),Ariana Grande,N/A
11,The Boy Is Mine,"Ariana Grande, Brandy & Monica",N/A
12,Bye,Ariana Grande,N/A
13,Eternal Sunshine,Ariana Grande,N/A
14,Supernatural,Ariana Grande,N/A
17,Don't Wanna Break Up Again,Ariana Grande,N/A
18,True Story,Ariana Grande,N/A
24,Intro (End Of The World),Ariana Grande,N/A
25,Imperfect For You,Ariana Grande,N/A
29,I Wish I Hated You,Ariana Grande,N/A
47,Ordinary Things,Ariana Grande,Nonna
26,Madonna,Natanael Cano & Oscar Maydon,N/A
16,Austin,Dasha,N/A
159,Yeah Glo!,GloRilla,N/A
186,Make You Mine,Madison Beer,N/A
95,Fate,(G)I-DLE,N/A
195,Crazy In Love,Beyonce,Jay Z
190,Overdrive,Ofenbach,Norma Jean Martine
5,FRI(END)S,V,N/A
24,Enough (Miami),Cardi B,N/A
25,Lan,Zeynep Bastik,N/A
73,Get It Sexyy,Sexyy Red,N/A
110,VVS Switch,Pressure 9X19 X Hades 66 X Yovngchimi X C Dobleta X Luar La L X Anuel AA,N/A
120,Prada Dem,Gunna,Offset
139,Michi Teyu Ku (Overflowing),Fujii Kaze,N/A
148,Thank You (Not So Bad),Dimitri Vegas & Like Mike x Tiesto x W&W & Dido,N/A
61,Stumblin' In,CYRIL,N/A
1,Like That,"Future, Metro Boomin & Kendrick Lamar",N/A
6,Type Shit,"Future, Metro Boomin, Travis Scott & Playboi Carti",N/A
1,Too Sweet,Hozier,N/A
8,Cinderella,"Future, Metro Boomin & Travis Scott",N/A
11,We Don't Trust You,Future & Metro Boomin,N/A
15,Young Metro,"Future, Metro Boomin & The Weeknd",N/A
17,Obsessed,Olivia Rodrigo,N/A
2,I Like The Way You Kiss Me,Artemas,N/A
20,Ice Attack,Future & Metro Boomin,N/A
31,Slimed In,Future & Metro Boomin,N/A
35,Claustrophobic,Future & Metro Boomin,N/A
38,Magic Don Juan (Princess Diana),Future & Metro Boomin,N/A
23,Slow It Down,Benson Boone,N/A
52,Runnin Outta Time,Future & Metro Boomin,N/A
43,Corazon de Piedra,Xavi,N/A
59,Fried (She a Vibe),Future & Metro Boomin,N/A
61,La People II,"Peso Pluma, Tito Double P & Joel de La P",N/A
62,Everyday Hustle,"Future, Metro Boomin & Rick Ross",N/A
6,Magnetic,ILLIT,N/A
66,So American,Olivia Rodrigo,N/A
69,Punteria,Shakira & Cardi B,N/A
83,GTA,Future & Metro Boomin,N/A
85,Ain't No Love,Future & Metro Boomin,N/A
117,WTFYM,Future & Metro Boomin,N/A
124,Seen it All,Future & Metro Boomin,N/A
142,Stranger,Olivia Rodrigo,N/A
154,Ikuokukonen,Omoinotake,N/A
167,Where My Twin @,Future & Metro Boomin,N/A
190,Elvira,"Oscar Maydon, Gabito Ballesteros & Chino Pacas",N/A
10,II Most Wanted,Beyonce & Miley Cyrus,N/A
11,Jolene,Beyonce,N/A
19,Bodyguard,Beyonce,N/A
20,Levii's Jeans,Beyonce & Post Malone,N/A
23,Blackbiird,"Beyonce, Tanner Adell, Brittney Spencer, Tiera Kennedy & Reyna Roberts",N/A
28,Ameriican Requiem,Beyonce,N/A
34,Daughter,Beyonce,N/A
37,Spaghettii,"Beyonce, Linda Martell & Shaboozey",N/A
43,Ya Ya,Beyonce,N/A
53,Protector,Beyonce & Rumi Carter,N/A
64,Tyrant,Beyonce & Dolly Parton,N/A
75,Alliigator Tears,Beyonce,N/A
77,My Rose,Beyonce,N/A
80,Riiverdance,Beyonce,N/A
84,Neuron,j-hope With Gaeko & YOON MIRAE,N/A
85,Just For Fun,Beyonce & Willie Jones,N/A
33,Sheesh,BABYMONSTER,N/A
90,I Luv It,Camila Cabello & Playboi Carti,N/A
39,Deja Vu,TOMORROW X TOGETHER,N/A
97,II Hands II Heaven,Beyonce,N/A
102,Flamenco,Beyonce,N/A
109,Sweet * Honey * Buckiin',Beyonce & Shaboozey,N/A
21,Belong Together,Mark Ambor,N/A
118,Desert Eagle,Beyonce,N/A
128,Oh Louisiana,Beyonce,N/A
144,Lady Killers II (Christoph Andersson Remix),G-Eazy,N/A
127,Back On 74,Jungle,N/A
113,If U Think I'm Pretty,Artemas,N/A
176,La Ranger,"Sech, Justin Quiles, Lenny Tavarez, Dalex, Dimelo Flow & Myke Towers",N/A
14,7 Minute Drill,J. Cole,N/A
26,"Bzrp Music Sessions, Vol. 59",Bizarrap & Natanael Cano,N/A
31,Crocodile Tearz,J. Cole,N/A
38,Wanna Be,GloRilla & Megan Thee Stallion,N/A
47,H.Y.B.,J. Cole,Bas & Central Cee
51,Entre Las de Veinte,Bizarrap & Natanael Cano,N/A
55,Huntin’ Wabbitz,J. Cole,N/A
56,Pricey,J. Cole,"Ari Lennox, Young Dro & Gucci Mane"
77,Ready '24,J. Cole,Cam'Ron
86,Cry,Benson Boone,N/A
54,Hell N Back,Bakar,Summer Walker
101,Eyes Closed,Imagine Dragons,N/A
29,I Don't Wanna Wait,David Guetta & OneRepublic,N/A
126,Stickz N Stonez,J. Cole,N/A
136,Ain't No Sunshine,Bill Withers,N/A
139,Fever,J. Cole,N/A
165,Midas Touch,KISS OF LIFE,N/A
170,Pi,J. Cole,Daylyt & Ab-Soul
187,Stealth Mode,J. Cole,Bas
93,The Sound Of Silence (CYRIL Remix),Disturbed,N/A
193,Pumped Up Kicks,Foster The People,N/A
196,El Boss,Gabito Ballesteros & Natanael Cano,N/A
198,Trae The Truth In Ibiza,J. Cole,N/A
1,Espresso,Sabrina Carpenter,N/A
15,Illusion,Dua Lipa,N/A
21,We Still Don't Trust You,"Future, Metro Boomin & The Weeknd",N/A
3,A Bar Song (Tipsy),Shaboozey,N/A
37,Pedro,"Jaxomy, Agatino Romero & Raffaella Carra",N/A
40,Tell Ur Girlfriend,Lay Bankz,N/A
5,"Good Luck, Babe!",Chappell Roan,N/A
96,Out Of My Hands,Future & Metro Boomin,N/A
97,Red Leather,"Future, Metro Boomin & J. Cole",N/A
118,Drink N Dance,Future & Metro Boomin,N/A
73,Lilac,Mrs. GREEN APPLE,N/A
138,Feel It,d4vd,N/A
149,Jealous,Future & Metro Boomin,N/A
152,"Sayonara, Mata Itsuka! - Sayonara",Kenshi Yonezu,N/A
34,Si No Quieres No,Luis R Conriquez x Neton Vega,N/A
176,All To Myself,"Future, Metro Boomin & The Weeknd",N/A
179,BBY BOO,"iZaak, Jhayco & Anuel AA",N/A
187,All My Life,"Future, Metro Boomin & Lil Baby",N/A
189,Show Of Hands,"Future, Metro Boomin & A$AP Rocky",N/A
193,Rockstar,Junior H,N/A
127,Your Love,The Outfield,N/A
1,Fortnight,Taylor Swift,Post Malone
2,Down Bad,Taylor Swift,N/A
3,The Tortured Poets Department,Taylor Swift,N/A
4,"So Long, London",Taylor Swift,N/A
5,I Can Do It With A Broken Heart,Taylor Swift,N/A
6,My Boy Only Breaks His Favorite Toys,Taylor Swift,N/A
7,But Daddy I Love Him,Taylor Swift,N/A
8,Florida!!!,Taylor Swift,Florence + The Machine
9,Who's Afraid Of Little Old Me?,Taylor Swift,N/A
11,Guilty As Sin?,Taylor Swift,N/A
15,Fresh Out The Slammer,Taylor Swift,N/A
16,loml,Taylor Swift,N/A
18,The Smallest Man Who Ever Lived,Taylor Swift,N/A
19,The Alchemy,Taylor Swift,N/A
20,I Can Fix Him (No Really I Can),Taylor Swift,N/A
22,Clara Bow,Taylor Swift,N/A
20,Push Ups,Drake,N/A
26,The Black Dog,Taylor Swift,N/A
28,imgonnagetyouback,Taylor Swift,N/A
29,thanK you aIMee,Taylor Swift,N/A
30,So High School,Taylor Swift,N/A
32,The Albatross,Taylor Swift,N/A
34,The Prophecy,Taylor Swift,N/A
36,How Did It End?,Taylor Swift,N/A
37,Chloe Or Sam Or Sophia Or Marcus,Taylor Swift,N/A
38,I Hate It Here,Taylor Swift,N/A
40,I Look In People's Windows,Taylor Swift,N/A
43,Peter,Taylor Swift,N/A
44,Cassandra,Taylor Swift,N/A
46,The Bolter,Taylor Swift,N/A
50,The Manuscript,Taylor Swift,N/A
57,Robin,Taylor Swift,N/A
24,Santa,"Rvssian, Rauw Alejandro & Ayra Starr",N/A
112,Besame (Remix),"Bhavi, Seven Kayne, Milo j, Tiago PZK, KHEA & Neo Pistea",N/A
112,"Ride Or Die, Pt. 2",Sevdaliza,Villano Antillano & Tokischa
123,Offline,Young Miko & Feid,N/A
195,Jump,Tyla x Gunna x Skillibeng,N/A
120,Favorite,Isabel LaRosa,N/A
1,Million Dollar Baby,Tommy Richman,N/A
4,Euphoria,Kendrick Lamar,N/A
24,Spot!,ZICO,Jennie
28,Adivino,Myke Towers & Bad Bunny,N/A
50,Maestro,SEVENTEEN,N/A
111,Wunder,AYLIVA X Apache 207,N/A
134,Un Desperdicio,Rels B & Junior H,N/A
146,Renklensin,Reynmen,N/A
56,Heya,IVE,N/A
163,If We Being Real,Yeat,N/A
179,La Vida Sin Ti,Rels B & Lia Kali,N/A
182,300 Noches,Belinda & Natanael Cano,N/A
151,Hide Away,Daya,N/A
171,Back To Black,Amy Winehouse,N/A
1,Not Like Us,Kendrick Lamar,N/A
11,Family Matters,Drake,N/A
17,Meet The Grahams,Kendrick Lamar,N/A
68,These Walls,Dua Lipa,N/A
55,Miles On It,Marshmello & Kane Brown,N/A
6,All The Stars,Kendrick Lamar & SZA,N/A
83,Fall Back,Lithe,N/A
184,Love You With All My Heart,Crush,N/A
189,Digitando,Gustavo Moura & Rafael,N/A
1,I Had Some Help,Post Malone,Morgan Wallen
24,Come Back To Me,RM,N/A
35,Lose My Breath,Stray Kids,Charlie Puth
16,Stargazing,Myles Smith,N/A
17,Supernova,aespa,N/A
51,Europapa,Joost,N/A
52,The Code,Nemo,N/A
51,One Of Wun,Gunna,N/A
83,La Durango,"Peso Pluma, Junior H & Eslabon Armado",N/A
120,On One Tonight,Gunna,N/A
139,Rim Tim Tagi Dim,Baby Lasagna,N/A
144,Mon Amour,Slimane,N/A
152,Whatsapp (Wassam),Gunna,N/A
172,Boa,Megan Thee Stallion,N/A
179,Hakuna Matata,Gunna,N/A
184,Hind's Hall,Macklemore,N/A
31,The Door,Teddy Swims,N/A
4,Lunch,Billie Eilish,N/A
6,Chihiro,Billie Eilish,N/A
1,Birds Of A Feather,Billie Eilish,N/A
11,Wildflower,Billie Eilish,N/A
16,Skinny,Billie Eilish,N/A
17,L'amour De Ma Vie,Billie Eilish,N/A
18,Blue,Billie Eilish,N/A
20,The Greatest,Billie Eilish,N/A
23,The Diner,Billie Eilish,N/A
26,Bittersuite,Billie Eilish,N/A
35,Ain't No Love In Oklahoma,Luke Combs,N/A
168,Sweet Dreams,Koe Wetzel,N/A
179,Ya Te Olvide,Natanael Cano,N/A
181,Seven Nation Army,The White Stripes,N/A
15,How Sweet,NewJeans,N/A
16,Pink Skies,Zach Bryan,N/A
12,BAND4BAND,Central Cee & Lil Baby,N/A
30,Bubble Gum,NewJeans,N/A
28,Armageddon,aespa,N/A
68,Lost!,RM,N/A
37,Si No Es Contigo,Cris Mj,N/A
103,MTG Quem Nao Quer Sou Eu,"DJ Topo, MC Leozin & Seu Jorge",N/A
132,U My Everything,Sexyy Red & Drake,N/A
151,The Craving,Twenty One Pilots,N/A
166,Shut Up And Dance,WALK THE MOON,N/A
176,Think I'm In Love With You,Chris Stapleton,N/A
170,Give Me Everything,Pitbull,"Ne-Yo, Afrojack & Nayer"
167,Sudden Shower,ECLIPSE,N/A
1,Houdini,Eminem,N/A
69,Volver Al Futuro,Oscar Maydon & Junior H,N/A
1,Please Please Please,Sabrina Carpenter,N/A
20,Never Let Go,Jung Kook,N/A
22,Real Gangsta Love,Trueno,N/A
59,Close To You,Gracie Abrams,N/A
72,High Road,Koe Wetzel & Jessie Murph,N/A
56,Sorry 4 That Much,Feid,N/A
35,360,Charli xcx,N/A
84,Nasty,Tinashe,N/A
131,Wheels On The Bus,CoComelon,N/A
54,ABCD,NAYEON,N/A
58,Whiskey Whiskey,Moneybagg Yo,Morgan Wallen
37,Devil Is A Lie,Tommy Richman,N/A
98,I Am Not Okay,Jelly Roll,N/A
102,Remember Him That Way,Luke Combs,N/A
103,The Man He Sees In Me,Luke Combs,N/A
121,Brother Stone,Don Toliver,Kodak Black
72,Red Wine Supernova,Chappell Roan,N/A
17,Hot To Go!,Chappell Roan,N/A
24,Move,Adam Port & Stryv,Malachiii
163,Attitude,Don Toliver,Charlie Wilson & Cash Cobain
180,Tore Up,Don Toliver,N/A
5,Si Antes Te Hubiera Conocido,Karol G,N/A
18,Pour Me A Drink,Post Malone,Blake Shelton
25,Supernatural,NewJeans,N/A
34,Us.,Gracie Abrams,Taylor Swift
38,Small Girl,Lee Young Ji,D.O.
57,feelslikeimfallinginlove,Coldplay,N/A
59,"Girl, So Confusing",Charli xcx With Lorde,N/A
74,Parking Lot,Mustard & Travis Scott,N/A
81,Right Now,NewJeans,N/A
94,Vino Tinto,"Peso Pluma, Natanael Cano & Gabito Ballesteros",N/A
93,WYA,J Abdiel X iZaak,N/A
21,Kehlani,Jordan Adetunji,N/A
130,Reloj,Peso Pluma & Ivan Cornejo,N/A
56,Nights Like This,The Kid LAROI,N/A
34,La Patrulla,Peso Pluma & Neton Vega,N/A
89,You Look Like You Love Me,Ella Langley,Riley Green
4,Rockstar,LISA,N/A
16,Smeraldo Garden Marching Band,Jimin & Loco,N/A
62,Girls,The Kid LAROI,N/A
104,TGIF,GloRilla,N/A
106,Hot Uptown,Camila Cabello,Drake
15,Alibi,"Sevdaliza, Pabllo Vittar & Yseult",N/A
16,Pink Pony Club,Chappell Roan,N/A
173,Cowboys Cry Too,Kelsea Ballerini & Noah Kahan,N/A
58,Mirame,Blessd & Ovy On The Drums,N/A
14,Lies Lies Lies,Morgan Wallen,N/A
21,Tough,Quavo & Lana Del Rey,N/A
25,28,Zach Bryan,N/A
23,Tobey,"Eminem, Big Sean & BabyTron",N/A
29,Mamushi,Megan Thee Stallion,Yuki Chiba
71,American Nights,Zach Bryan,N/A
68,"Tauba Tauba (From ""Bad Newz"")",Karan Aujla,N/A
87,Sticky,KISS OF LIFE,N/A
141,Forever,BABYMONSTER,N/A
147,Better Days,Zach Bryan,John Mayer
173,Oak Island,Zach Bryan,N/A
199,Fortunate Son,Creedence Clearwater Revival,N/A
16,Habits,Eminem & White Gold,N/A
18,Renaissance,Eminem,N/A
24,Brand New Dance,Eminem,N/A
26,Fuel,Eminem & JID,N/A
30,Evil,Eminem,N/A
31,Somebody Save Me,Eminem & Jelly Roll,N/A
32,Trouble,Eminem,N/A
40,Lucifer,Eminem & Sly Pyper,N/A
43,Antichrist,Eminem,N/A
30,Did It First,Ice Spice & Central Cee,N/A
51,Guilty Conscience 2,Eminem,N/A
65,Woman's World,Katy Perry,N/A
67,Temporary,Eminem & Skylar Grey,N/A
77,Road Rage,"Eminem, Dem Jointz & Sly Pyper",N/A
84,XO (Only If You Say Yes),ENHYPEN,N/A
102,Bad One,Eminem & White Gold,N/A
105,Head Honcho,Eminem & Ez Mil,N/A
166,Apaga El Cel,FloyyMenor & Lewis Somes,N/A
1,Who,Jimin,N/A
10,Chk Chk Boom,Stray Kids,N/A
30,Apple,Charli xcx,N/A
60,Ohnana,Kapo,N/A
89,Be Mine,Jimin,N/A
159,Slow Dance,Jimin & Sofia Carson,N/A
161,Hay Lupita,Lomiiel,N/A
187,Rebirth (Intro),Jimin,N/A
12,Bye Bye Bye,*NSYNC,N/A
22,Guy For That,Post Malone,Luke Combs
9,Big Dawgs,Hanumankind X Kalmi,N/A
62,Lonely Road,mgk & Jelly Roll,N/A
105,Forever Young,Alphaville,N/A
140,Like A Prayer,Madonna,N/A
196,Misses,Dominic Fike,N/A
3,Guess,Charli xcx,Billie Eilish
33,Field Trip,¥$: Kanye West & Ty Dolla $ign,"Playboi Carti, Kodak Black & Don Toliver"
138,Promotion,¥$: Kanye West & Ty Dolla $ign,Future
14,"I Love You, I'm Sorry",Gracie Abrams,N/A
151,Fried,¥$: Kanye West & Ty Dolla $ign,N/A
154,Slide,¥$: Kanye West & Ty Dolla $ign,N/A
124,Casual,Chappell Roan,N/A
118,Black Friday (Pretty Like The Sun),Lost Frequencies & Tom Odell,N/A
63,Nel,Fuerza Regida,N/A
47,It's Up,"Drake, Young Thug & 21 Savage",N/A
58,Why Why Why,Shawn Mendes,N/A
158,Blue Green Red,Drake,N/A
176,Active,Asake & Travis Scott,N/A
174,So Fe,Grelo,N/A
190,Double Life,Pharrell Williams,N/A
1,Die With A Smile,Lady Gaga & Bruno Mars,N/A
15,New Woman,LISA,Rosalia
43,Wrong Ones,Post Malone,Tim McGraw
52,Losers,Post Malone,Jelly Roll
62,California Sober,Post Malone,Chris Stapleton
87,What Don't Belong To Me,Post Malone,N/A
99,Finer Things,Post Malone,Hank Williams Jr.
109,Yours,Post Malone,N/A
